"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.605679500E1,-1.002615051E0,-2.208956451E0,-6.661148071E-2,2.426759699E0
5.606677300E1,-1.108744354E0,1.984872437E-1,2.933898926E-2,1.126752859E0
5.607675100E1,-1.080752563E0,1.987866211E0,-4.125421143E-1,2.299962863E0
5.608672900E1,-1.145418091E0,2.880609741E0,-1.307980042E0,3.364625815E0
5.609670700E1,-1.411714325E0,3.361110535E0,-1.194216614E0,3.836164058E0
5.610668500E1,-1.627715149E0,3.225342865E0,8.143066406E-2,3.613713347E0
5.611666300E1,-1.667981415E0,2.540816345E0,1.307980042E0,3.308885234E0
5.612664100E1,-1.469194794E0,1.959874420E0,1.766775970E0,3.020122252E0
5.613661829E1,-8.574169922E-1,1.482666779E0,1.450783081E0,2.244601573E0
5.614659629E1,-2.535726929E-1,1.282233582E0,6.806346130E-1,1.473663986E0
5.615657429E1,3.165916443E-1,1.181942139E0,-2.874023438E-1,1.256907950E0
5.616655229E1,1.083596649E0,8.861572266E-1,-1.553469543E0,2.091105916E0
5.617653029E1,2.077380066E0,-1.496887207E-2,-2.376158752E0,3.156241819E0
5.618650829E1,2.811303864E0,-1.144070892E0,-2.170037384E0,3.731137878E0
5.619648629E1,3.057242432E0,-1.623823242E0,-1.239123230E0,3.676813782E0
5.620646429E1,2.712359619E0,-1.691482544E0,-4.463717651E-1,3.227577366E0
5.621644229E1,1.817969513E0,-1.362017670E0,-5.448669434E-2,2.272239882E0
5.622642029E1,6.625222778E-1,-9.401948547E-1,1.139131165E-1,1.155802030E0
5.623639829E1,-4.391867065E-1,-7.571255493E-1,1.065783691E-1,8.817499699E-1
5.624637629E1,-1.483115845E0,-9.014254761E-1,-8.681945801E-2,1.737739369E0
5.625635429E1,-2.278412018E0,-1.198856964E0,-2.155517578E-2,2.574661914E0
5.626633229E1,-2.635868683E0,-1.475182343E0,2.186952209E-1,3.028497029E0
5.627631029E1,-2.444117432E0,-1.524280243E0,3.026705933E-1,2.896333849E0
5.628628829E1,-1.861528931E0,-1.207688599E0,3.242257690E-1,2.242526267E0
5.629626629E1,-1.293609924E0,-8.096662903E-1,4.736151123E-1,1.597904069E0
5.630624429E1,-8.996292114E-1,-5.662724304E-1,6.424639893E-1,1.242077760E0
5.631622229E1,-5.945635986E-1,-4.004173279E-1,4.480183411E-1,8.453167118E-1
5.632620029E1,-1.745370483E-1,-4.210743713E-1,1.945953369E-1,4.956149237E-1
5.633617829E1,3.409909058E-1,-7.182064819E-1,-2.694396973E-2,7.955006763E-1
5.634615529E1,1.214424591E0,-1.273401947E0,-1.970951385E0,2.642163691E0
5.635613329E1,3.314108276E0,-3.350033569E0,-4.276606750E0,6.363599915E0
5.636611129E1,5.633834381E0,-5.375172272E0,-2.957400055E0,8.329392647E0
5.637608929E1,8.744216309E0,-6.956034851E0,-1.223241257E1,1.656742759E1
5.638606729E1,1.307650726E1,-1.164937500E1,-1.831381622E1,2.533966939E1
5.639604529E1,1.348500778E1,-1.940848984E1,-4.034560089E0,2.397524948E1
5.640602329E1,1.077339661E1,-2.884396866E1,1.316362610E0,3.081839407E1
5.641600129E1,6.305787048E0,-3.453064316E1,-1.105002136E0,3.511907312E1
5.642597929E1,4.506528625E0,-3.361305130E1,-1.376223129E1,3.659979547E1
5.643595729E1,3.632795563E0,-2.712374588E1,-1.505973312E1,3.123604258E1
5.644593529E1,-2.540217590E-1,-1.902094574E1,-9.677375793E-1,1.904724179E1
5.645591329E1,-3.829336853E0,-1.193273575E1,5.188360748E0,1.356366803E1
5.646589129E1,-4.547992401E0,-7.169191589E0,-4.382286987E0,9.554369794E0
5.647586929E1,-5.201533356E0,-5.332510986E0,-1.308548859E1,1.505727845E1
5.648584729E1,-5.443430328E0,-4.996908875E0,-1.030531998E1,1.268068026E1
5.649582529E1,-4.113446045E0,-4.567601624E0,-1.111738129E1,1.270352666E1
5.650580329E1,-3.613036652E0,-7.003336487E0,-1.431697769E1,1.634247858E1
5.651578129E1,-3.578608246E0,-1.264031433E1,-1.188423660E1,1.771493898E1
5.652575929E1,-2.956052856E0,-1.855167160E1,-1.216789673E1,2.238214642E1
5.653573729E1,-4.432283020E-1,-2.507211227E1,-1.425335999E1,2.884381279E1
5.654571429E1,2.255210266E0,-2.975227982E1,-9.610914001E0,3.134730922E1
5.655569229E1,4.152215424E0,-2.723691055E1,-5.407355347E0,2.807720929E1
5.656567029E1,5.848338318E0,-2.117631363E1,-5.338199158E0,2.260831020E1
5.657564829E1,7.726183319E0,-1.653476578E1,-7.050787811E0,1.956542861E1
5.658562629E1,9.414971466E0,-1.456426346E1,-8.966204681E0,1.952312178E1
5.659560429E1,1.029289581E1,-1.376687164E1,-8.217910767E0,1.905267741E1
5.660558229E1,9.870324554E0,-1.297471893E1,-6.549779663E0,1.756890013E1
5.661556029E1,8.324938202E0,-1.334040848E1,-6.338568878E0,1.695430771E1
5.662553829E1,6.426885223E0,-1.553050415E1,-5.744304657E0,1.776227600E1
5.663551629E1,4.978796539E0,-1.837878113E1,-5.200036469E0,1.973850020E1
5.664549429E1,3.464246063E0,-2.047711761E1,-4.931644592E0,2.134559592E1
5.665547229E1,1.930086365E0,-2.033117111E1,-4.456682281E0,2.090319997E1
5.666545029E1,7.711962891E-1,-1.785067932E1,-3.951482849E0,1.829906316E1
5.667542829E1,2.484832764E-1,-1.409109741E1,-3.279829559E0,1.446990159E1
5.668540629E1,2.677931213E-1,-1.048030609E1,-2.354154510E0,1.074479280E1
5.669538429E1,3.743714905E-1,-7.474406891E0,-1.583407288E0,7.649450374E0
5.670536229E1,3.031196594E-1,-4.943020935E0,-1.217867432E0,5.099856721E0
5.671534029E1,2.547702026E-1,-2.554288330E0,-1.315763855E0,2.884533108E0
5.672531829E1,1.520837402E-1,-1.213975525E-1,-1.794169006E0,1.804690902E0
5.673529629E1,3.884422302E-1,1.859732666E0,-2.811453552E0,3.393193780E0
5.674527429E1,7.554789734E-1,3.114573212E0,-2.636766815E0,4.150163130E0
5.675525229E1,5.754034424E-1,3.678899689E0,-1.242865448E0,3.925570858E0
5.676522929E1,-3.442840576E-3,3.801045685E0,3.912863159E-1,3.821134011E0
5.677520729E1,-6.087840271E-1,3.033741302E0,1.230141907E0,3.329782785E0
5.678518529E1,-8.069718933E-1,1.749561768E0,1.191821594E0,2.265526148E0
5.679516329E1,-3.249742126E-1,1.006506958E0,9.924362183E-1,1.450377242E0
5.680514129E1,4.324507141E-1,7.158114624E-1,3.406915283E-1,9.030339901E-1
5.681511929E1,1.262025604E0,3.836521912E-1,-4.418811035E-1,1.391099040E0
5.682509729E1,2.028132477E0,-2.260299683E-1,-1.215771790E0,2.375397216E0
5.683507529E1,2.658920746E0,-1.018032990E0,-1.887125702E0,3.415771379E0
5.684505329E1,2.939587097E0,-1.780846710E0,-2.130669250E0,4.043802513E0
5.685503129E1,2.498604126E0,-2.135758667E0,-1.672921143E0,3.688245221E0
5.686500929E1,1.480720825E0,-2.140698395E0,-2.847079468E-1,2.618431285E0
5.687498729E1,3.287164307E-1,-1.911075897E0,1.119072876E0,2.238881345E0
5.688496529E1,-8.545729065E-1,-1.559008026E0,1.455872498E0,2.297904612E0
5.689494329E1,-1.995949402E0,-1.194965057E0,1.072220306E0,2.561525305E0
5.690492129E1,-2.876568146E0,-1.068029022E0,7.940986633E-1,3.169530403E0
5.691489929E1,-3.434458008E0,-1.088835754E0,9.883946228E-1,3.736039218E0
5.692487729E1,-3.464096375E0,-1.007704468E0,1.324595490E0,3.843173844E0
5.693485529E1,-3.018023987E0,-6.295907593E-1,1.431024170E0,3.398923871E0
5.694483329E1,-2.136507111E0,-1.505868530E-1,1.529519348E0,2.631875466E0
5.695481129E1,-1.038989410E0,7.948471069E-2,1.216669922E0,1.601905900E0
5.696478929E1,3.353027344E-2,4.370910645E-2,-5.059478760E-1,5.089381283E-1
5.697476629E1,1.120569763E0,-8.913963318E-1,-4.225712585E0,4.461716135E0
5.698474429E1,2.284848633E0,-3.505709839E0,-8.677006073E0,9.633325965E0
5.699472229E1,2.711760864E0,-6.782246246E0,-1.036295013E1,1.267845600E1
5.700470029E1,2.602637787E0,-1.003902374E1,-1.021580612E1,1.455741790E1
5.701467829E1,4.783752136E0,-1.467892502E1,-1.093775482E1,1.892061322E1
5.702465629E1,8.628955994E0,-1.934307587E1,-6.497238922E0,2.215462884E1
5.703463429E1,9.884994049E0,-2.288545944E1,-2.543061676E0,2.505842222E1
5.704461229E1,8.172555084E0,-2.234927444E1,2.273023224E0,2.390496516E1
5.705459029E1,4.859344940E0,-1.621353378E1,3.941154327E0,1.737885521E1
5.706456829E1,1.808090057E0,-9.938582611E0,-1.215771790E0,1.017461130E1
5.707454629E1,-1.646575928E-2,-8.221952362E0,-9.948013000E0,1.290595732E1
5.708452429E1,-1.338815918E0,-1.085018692E1,-1.408241547E1,1.782788293E1
5.709450229E1,-1.953737183E0,-1.457055038E1,-1.302546341E1,1.964130150E1
5.710448029E1,-2.892734528E0,-1.996892441E1,-1.483999008E1,2.504697907E1
5.711445829E1,-5.539979553E0,-2.618849075E1,-1.625978760E1,3.131946861E1
5.712443629E1,-8.160879364E0,-3.062182159E1,-1.359922028E1,3.448528239E1
5.713441429E1,-7.440128174E0,-2.957385086E1,-5.569318542E0,3.099976566E1
5.714439254E1,-3.213367767E0,-2.587459351E1,-4.140390015E0,2.640005968E1
5.715437054E1,1.678010559E0,-2.254237289E1,-6.276298370E0,2.345988526E1
5.716434854E1,5.979765015E0,-1.933753738E1,-7.253765717E0,2.150151294E1
5.717432654E1,1.108684479E1,-1.603585327E1,-6.790479126E0,2.064406269E1
5.718430454E1,1.559771439E1,-1.395488068E1,-7.346872101E0,2.218116134E1
5.719428154E1,1.836081848E1,-1.339654175E1,-9.328301697E0,2.456835767E1
5.720425954E1,1.542197983E1,-1.492471390E1,-8.143665161E0,2.295438583E1
5.721423754E1,8.732390900E0,-1.794438446E1,-6.580016785E0,2.101314363E1
5.722421554E1,3.699706421E0,-2.040826080E1,-5.730233917E0,2.151791155E1
5.723419354E1,-5.602848816E-1,-2.275463150E1,-4.495002594E0,2.320112545E1
5.724417154E1,-4.044589233E0,-2.393537613E1,-4.044589233E0,2.460934039E1
5.725414954E1,-6.322701874E0,-2.240914993E1,-4.199816437E0,2.365977637E1
5.726412754E1,-6.979535980E0,-1.836755447E1,-3.292104034E0,1.992282432E1
5.727410554E1,-5.916147308E0,-1.360326187E1,-1.768272858E0,1.493908703E1
5.728408354E1,-3.701652374E0,-9.418563995E0,-1.075962524E0,1.017689901E1
5.729406154E1,-1.633253632E0,-6.361022186E0,-8.020321655E-1,6.616145122E0
5.730403954E1,7.364685059E-2,-4.110302582E0,-7.324269104E-1,4.175698786E0
5.731401754E1,1.598675537E0,-1.956132202E0,-8.738827515E-1,2.673179330E0
5.732399554E1,2.995720367E0,3.242257690E-1,-1.517843628E0,3.373916441E0
5.733397354E1,4.410278778E0,2.140698395E0,-2.556383972E0,5.528855897E0
5.734395154E1,5.316943359E0,3.455115051E0,-2.858755188E0,6.955586814E0
5.735392954E1,5.090164948E0,4.648732910E0,-1.823957062E0,7.130730413E0
5.736390754E1,3.820205841E0,5.219046936E0,-2.841091919E-1,6.474035961E0
5.737388554E1,2.184706879E0,4.404291229E0,7.924520874E-1,4.979829886E0
5.738386354E1,8.391549683E-1,2.522404633E0,5.116360474E-1,2.707116111E0
5.739384154E1,4.595443726E-2,9.472302246E-1,-5.544470215E-1,1.098530113E0
5.740381854E1,-9.909393311E-2,-4.954696655E-2,-1.320703583E0,1.325342395E0
5.741379654E1,3.502716064E-2,-5.346881104E-1,-1.797761536E0,1.875917060E0
5.742377454E1,2.981799316E-1,-1.191522217E0,-1.996847534E0,2.344362715E0
5.743375254E1,5.348377991E-1,-2.285896454E0,-1.975442047E0,3.068182744E0
5.744373054E1,5.514532471E-1,-3.128643951E0,-1.732048187E0,3.618356613E0
5.745370854E1,3.989204407E-1,-3.389401703E0,-1.095272369E0,3.584243712E0
5.746368654E1,1.119671631E-1,-3.190914459E0,1.601669312E-2,3.192918456E0
5.747366454E1,-5.031037903E-1,-2.251617737E0,1.356628876E0,2.676441250E0
5.748364254E1,-1.262324982E0,-8.714877319E-1,2.027833099E0,2.542648679E0
5.749362054E1,-1.834584961E0,2.586621094E-1,1.742975464E0,2.543731812E0
5.750359854E1,-2.163600769E0,5.706134033E-1,1.075363770E0,2.482574305E0
5.751357654E1,-2.239792328E0,4.924758911E-1,5.439688110E-1,2.356926864E0
5.752355454E1,-2.115401001E0,3.269201660E-1,-1.661544800E-2,2.140578021E0
5.753353254E1,-1.684596863E0,-1.088237000E-1,-5.098397827E-1,1.763418779E0
5.754351054E1,-7.038363647E-1,-5.313949585E-1,-3.909869385E-1,9.646952971E-1
5.755348854E1,2.395019531E-1,-8.949888611E-1,-3.881428528E-1,1.004500434E0
5.756346654E1,6.036946106E-1,-1.194665680E0,-6.378236389E-1,1.482731353E0
5.757344454E1,6.005511475E-1,-1.352587280E0,-1.342408447E0,1.998052670E0
5.758342254E1,5.795947266E-1,-1.591789856E0,-2.552192688E0,3.063235627E0
5.759340054E1,5.285508728E-1,-2.028880920E0,-3.438499603E0,4.027282376E0
5.760337754E1,4.453239441E-1,-2.477048950E0,-2.775228882E0,3.746462366E0
5.761335554E1,9.717791748E-1,-3.977079620E0,-1.323847046E0,4.302800027E0
5.762333354E1,1.995949402E0,-7.016509094E0,3.082090759E-1,7.301383891E0
5.763331154E1,3.098107452E0,-9.891430664E0,-2.004182281E0,1.055724476E1
5.764328954E1,5.930068359E0,-1.412612457E1,-1.272773254E1,1.991753704E1
5.765326754E1,9.632169800E0,-2.029524582E1,-1.637669449E1,2.780057230E1
5.766324554E1,9.657916260E0,-2.487811569E1,-5.680836639E0,2.728493892E1
5.767322354E1,7.258256378E0,-2.761412613E1,5.601800995E0,2.909643315E1
5.768320154E1,3.652704163E0,-2.725592102E1,4.130211182E0,2.780802263E1
5.769317954E1,8.577163696E-1,-2.384062317E1,-9.498946838E0,2.567763582E1
5.770315754E1,1.363664246E-1,-1.901480850E1,-1.503488480E1,2.424106638E1
5.771313554E1,1.583706665E-1,-1.512245270E1,-3.611839142E0,1.554860247E1
5.772311354E1,-5.888754272E-1,-1.199964661E1,3.068918152E0,1.239986095E1
5.773309154E1,-1.020877075E0,-9.122180328E0,-3.542832642E0,9.839107026E0
5.774306954E1,-1.585053864E0,-8.146658936E0,-9.946815491E0,1.295451990E1
5.775304754E1,-1.934277649E0,-1.255379425E1,-1.210308151E1,1.754490702E1
5.776302554E1,-1.045126648E0,-1.918590271E1,-1.216430420E1,2.274118399E1
5.777300354E1,-1.029858398E0,-2.651840469E1,-1.303130127E1,2.956520266E1
5.778298154E1,-2.047592010E0,-3.068034988E1,-1.329804657E1,3.350096334E1
5.779295954E1,-1.676214294E0,-3.044533859E1,-1.190234894E1,3.273215921E1
5.780293754E1,9.824070740E-1,-2.979568954E1,-9.390123138E0,3.125576190E1
5.781291554E1,5.287903748E0,-2.697330872E1,-7.016958160E0,2.836827473E1
5.782289354E1,9.718989258E0,-2.254401947E1,-5.536087646E0,2.516624391E1
5.783287054E1,1.233120712E1,-2.022489212E1,-5.329068146E0,2.427970135E1
5.784284854E1,1.299717224E1,-1.946866470E1,-4.684658203E0,2.387260803E1
5.785282654E1,1.199575470E1,-1.905971512E1,-4.566254425E0,2.297871952E1
5.786280454E1,9.753717041E0,-1.866663254E1,-4.931943970E0,2.163104800E1
5.787278254E1,6.744524689E0,-1.803749084E1,-4.967569885E0,1.988759512E1
5.788276054E1,3.332819366E0,-1.665167267E1,-4.230502625E0,1.750094398E1
5.789273854E1,-7.634124756E-3,-1.443657898E1,-2.459834747E0,1.464464605E1
5.790271654E1,-3.091820526E0,-1.189486450E1,-7.033872986E-1,1.231023596E1
5.791269454E1,-5.508993988E0,-9.247769165E0,1.639091492E-1,1.076555226E1
5.792267254E1,-6.773264923E0,-6.100114746E0,2.131567383E-1,9.117782265E0
5.793265054E1,-6.638844452E0,-3.099454651E0,-6.882687378E-1,7.358980136E0
5.794262854E1,-5.514682159E0,-5.643264771E-1,-2.031126251E0,5.903868015E0
5.795260654E1,-3.972588959E0,1.376836853E0,-2.434687042E0,4.858481630E0
5.796258454E1,-2.211950226E0,2.309696960E0,-1.300345917E0,3.452292478E0
5.797256254E1,-1.821711731E-1,2.666704559E0,6.526428223E-2,2.673716322E0
5.798254054E1,1.765129395E0,2.781665497E0,4.825964355E-1,3.329601183E0
5.799251854E1,3.315605164E0,2.829715576E0,-3.879931641E-1,4.376193156E0
5.800249654E1,4.371210022E0,2.989283752E0,-2.397564240E0,5.813055022E0
5.801247454E1,5.051844635E0,3.251837769E0,-4.496349792E0,7.504181804E0
5.802245254E1,5.419480133E0,3.319347382E0,-4.539759521E0,7.810137545E0
5.803243054E1,4.791236572E0,2.398162994E0,-2.673889618E0,5.988056390E0
5.804240854E1,3.201093292E0,8.387059021E-1,-8.813671875E-1,3.424504924E0
5.805238554E1,1.374292145E0,-2.053729248E-1,2.173480225E-1,1.406448399E0
5.806236354E1,-2.282752991E-1,-8.553213501E-1,6.282435608E-1,1.085529454E0
5.807234154E1,-1.608255615E0,-1.237776031E0,8.378077698E-1,2.195563137E0
5.808231954E1,-2.775079193E0,-1.504221954E0,1.261875916E0,3.399423340E0
5.809229754E1,-3.489393768E0,-1.754501495E0,1.626517639E0,4.230804179E0
5.810227554E1,-3.783382416E0,-1.998494110E0,1.279539185E0,4.466002881E0
5.811225354E1,-3.341800690E0,-2.281106415E0,-1.806742859E-1,4.050150802E0
5.812223154E1,-2.310146027E0,-2.002236328E0,-1.787433014E0,3.541276854E0
5.813220954E1,-1.122066650E0,-8.792715454E-1,-2.339335327E0,2.739460128E0
5.814218763E1,-2.341131592E-1,-7.948471069E-2,-1.588197327E0,1.607326208E0
5.815216563E1,3.092568970E-1,1.107696533E-2,-5.510041809E-1,6.319558014E-1
5.816214362E1,8.196954346E-1,-9.580078125E-3,-7.128176880E-1,1.086324740E0
5.817212163E1,1.403182068E0,-2.766247559E-1,-1.952389984E0,2.420179295E0
5.818209963E1,1.821262665E0,-9.012757874E-1,-3.401227112E0,3.962024937E0
5.819207762E1,1.867217102E0,-1.548080750E0,-3.910767517E0,4.601864436E0
5.820205563E1,1.330283661E0,-1.842817841E0,-2.964285736E0,3.735320888E0
5.821203362E1,5.688171387E-1,-2.181413727E0,-1.461860046E0,2.686848261E0
5.822201162E1,2.201921082E-1,-2.795586548E0,4.650828552E-1,2.842550048E0
5.823198963E1,8.592132568E-2,-3.040177917E0,2.625240784E0,4.017704994E0
5.824196762E1,-1.073268127E-1,-2.992277527E0,4.309687958E0,5.247728474E0
5.825194563E1,-1.056802368E-1,-2.885848846E0,5.327870636E0,6.060156548E0
5.826192263E1,3.487747192E-2,-2.915786591E0,2.902613983E0,4.114388875E0
5.827190062E1,9.012757874E-1,-4.664450226E0,-2.957998810E0,5.596351572E0
5.828187863E1,4.438869324E0,-8.580606537E0,-1.209424988E1,1.547905842E1
5.829185663E1,9.684111786E0,-1.300196228E1,-1.805320816E1,2.426419933E1
5.830183462E1,1.033735336E1,-2.004197250E1,-1.896361496E1,2.946455886E1
5.831181263E1,6.187083893E0,-2.639101959E1,-2.603535919E0,2.723131142E1
5.832179062E1,2.772983551E0,-2.485865616E1,1.469060074E1,2.900786055E1
5.833176862E1,-2.035766602E-1,-1.974768448E1,5.005291443E0,2.037315460E1
5.834174663E1,-1.704056396E0,-1.812341217E1,-1.366223923E1,2.276002323E1
5.835172462E1,-1.677561493E0,-2.236648865E1,-2.244447647E1,3.173056178E1
5.836170263E1,-2.344125366E0,-2.483605316E1,-1.351180206E1,2.837064073E1
5.837168063E1,-3.876039734E0,-2.317750214E1,-6.853198700E0,2.447828878E1
5.838165862E1,-3.653751984E0,-2.177177536E1,-1.054557037E1,2.446567310E1
5.839163663E1,-3.021915894E0,-1.983151016E1,-1.285212387E1,2.382431235E1
5.840161463E1,-1.104104004E0,-1.631068176E1,-1.097832047E1,1.969215340E1
5.841159262E1,1.705852661E0,-1.336705307E1,-1.374771149E1,1.925065225E1
5.842157063E1,4.430486755E0,-1.145702499E1,-1.525837006E1,1.958852959E1
5.843154862E1,6.505920868E0,-1.085931793E1,-1.429048279E1,1.909108930E1
5.844152662E1,6.269263000E0,-1.098161362E1,-9.586664429E0,1.586832162E1
5.845150463E1,5.260211334E0,-1.205533081E1,-7.113507385E0,1.495335453E1
5.846148262E1,5.328469391E0,-1.505524246E1,-9.373208313E0,1.851782778E1
5.847146063E1,5.559888153E0,-1.853715179E1,-7.549700317E0,2.077345248E1
5.848143763E1,5.401667175E0,-2.150128784E1,-6.118526459E0,2.299825544E1
5.849141562E1,4.856051788E0,-2.271586212E1,-5.673202515E0,2.391185601E1
5.850139363E1,4.357438660E0,-2.246004410E1,-5.218897247E0,2.346652384E1
5.851137163E1,4.478985901E0,-2.100162689E1,-5.473218384E0,2.216045501E1
5.852134962E1,4.001778259E0,-1.890239227E1,-5.616171112E0,2.012103479E1
5.853132763E1,3.212469635E0,-1.752420822E1,-5.769602051E0,1.872714988E1
5.854130562E1,2.557431793E0,-1.652144348E1,-5.910908203E0,1.773238246E1
5.855128362E1,1.817670135E0,-1.576806015E1,-6.422544250E0,1.712263766E1
5.856126163E1,1.084494781E0,-1.552930664E1,-6.738088074E0,1.696282183E1
5.857123962E1,3.480262756E-1,-1.540012527E1,-6.360722809E0,1.666564656E1
5.858121763E1,-4.366419983E-1,-1.405607025E1,-5.612129517E0,1.514132639E1
5.859119563E1,-9.568103027E-1,-1.108250381E1,-4.577181702E0,1.202863122E1
5.860117362E1,-1.081501007E0,-7.769593048E0,-3.447031860E0,8.568444970E0
5.861115163E1,-8.077203369E-1,-4.932243347E0,-2.646646271E0,5.655455159E0
5.862112963E1,-2.838098145E-1,-2.508483582E0,-2.742147675E0,3.727252575E0
5.863110762E1,3.397933960E-2,-2.679428101E-1,-3.320993958E0,3.331958705E0
5.864108563E1,-1.959425354E-1,1.837129669E0,-3.313958588E0,3.794174537E0
5.865106363E1,-9.015751648E-1,3.516637115E0,-2.249671783E0,4.270901253E0
5.866104162E1,-1.876497803E0,4.318818970E0,-4.435276794E-1,4.729710150E0
5.867101963E1,-2.661764832E0,4.101620636E0,1.031205597E0,4.997166081E0
5.868099762E1,-2.610870667E0,3.184178467E0,1.524878998E0,4.391001492E0
5.869097562E1,-1.802850952E0,2.323318634E0,1.216669922E0,3.182509502E0
5.870095363E1,-6.381230164E-1,1.723815308E0,8.111631775E-1,2.009160496E0
5.871093062E1,5.295986938E-1,1.243913269E0,4.543052673E-1,1.426249723E0
5.872090863E1,1.526824951E0,6.369255066E-1,2.180964661E-1,1.668662519E0
5.873088663E1,2.431393890E0,-2.263293457E-1,1.456471252E-1,2.446244940E0
5.874086462E1,3.226690063E0,-1.163829803E0,-1.107696533E-2,3.430182397E0
5.875084263E1,3.802093506E0,-1.857187958E0,-1.899549866E-1,4.235698884E0
5.876082063E1,3.951333160E0,-2.281405792E0,-8.044271851E-1,4.633028084E0
5.877079862E1,3.417992249E0,-2.363435211E0,-1.554517365E0,4.436780504E0
5.878077663E1,2.247725830E0,-2.123633881E0,-1.986069946E0,3.675128038E0
5.879075462E1,8.382568359E-1,-1.990710297E0,-2.140997772E0,3.041294703E0
5.880073262E1,-5.724096680E-1,-2.051334229E0,-2.054926758E0,2.959450781E0
5.881071063E1,-1.854194183E0,-1.943109283E0,-1.733844452E0,3.196861952E0
5.882068862E1,-3.093766479E0,-1.582060089E0,-1.202449493E0,3.676981090E0
5.883066663E1,-3.916904755E0,-1.501976624E0,-6.661148071E-1,4.247562309E0
5.884064463E1,-4.188739471E0,-1.926643524E0,-4.596940613E-1,4.633444967E0
5.885062262E1,-3.726500702E0,-2.554587708E0,-5.795947266E-1,4.555069251E0
5.886060063E1,-2.787802734E0,-2.663112030E0,-8.430468750E-1,3.946484233E0
5.887057863E1,-1.960772552E0,-1.944606171E0,-1.127455444E0,2.982830525E0
5.888055662E1,-1.409019928E0,-1.177750854E0,-1.885778503E0,2.632222406E0
5.889053463E1,-1.173260193E0,-7.396119690E-1,-2.901715851E0,3.216134360E0
5.890051262E1,-1.271156616E0,-3.242257690E-1,-3.114722900E0,3.379713041E0
5.891049062E1,-1.521585846E0,4.969665527E-2,-1.711391144E0,2.290535503E0
5.892046863E1,-1.730251923E0,9.834548950E-2,1.041683807E0,2.022016000E0
5.893044562E1,-1.403481445E0,-5.944139099E-1,1.966909790E0,2.488337233E0
5.894042363E1,-9.580078125E-3,-3.066822510E0,1.883084106E-1,3.072613243E0
5.895040163E1,2.837798767E0,-7.780969391E0,-5.133874054E0,9.744395790E0
5.896037962E1,6.415957947E0,-1.397463959E1,-1.854149277E1,2.408821334E1
5.897035763E1,8.927135925E0,-2.087229584E1,-2.650897430E1,3.490089122E1
5.898033563E1,9.161099396E0,-2.879711609E1,-1.373289230E1,3.319325185E1
5.899031362E1,8.494685211E0,-3.533147781E1,-5.194198608E-1,3.634202524E1
5.900029163E1,4.904700623E0,-3.147355042E1,-1.250948639E0,3.187797573E1
5.901026962E1,3.291056213E0,-2.431034637E1,-1.447205521E1,2.848270306E1
5.902024762E1,3.678300934E0,-1.826411957E1,-1.241398499E1,2.238783117E1
5.903022563E1,1.386267242E0,-1.350312012E1,-4.879403229E0,1.442444334E1
5.904020362E1,-1.031504974E0,-1.092009155E1,-5.629643097E0,1.232904228E1
5.905018163E1,-2.430645447E0,-9.729766846E0,-8.226742401E0,1.297134113E1
5.906015963E1,-2.831511841E0,-9.694889374E0,-9.713151398E0,1.401262464E1
5.907013762E1,-2.007176056E0,-9.651629333E0,-7.257058868E0,1.224122575E1
5.908011563E1,-6.692582703E-1,-8.416847076E0,-1.973795471E0,8.671048951E0
5.909009363E1,3.861968994E-1,-7.375911713E0,-2.317331085E0,7.741010593E0
5.910007162E1,1.373094635E0,-7.584577789E0,-7.947123871E0,1.107104272E1
5.911004963E1,3.651955719E0,-1.145927032E1,-1.691946579E1,2.075861218E1
5.912002763E1,8.313412170E0,-2.225137802E1,-1.923470123E1,3.056485526E1
5.913000562E1,9.401200104E0,-3.164614151E1,-9.524393921E0,3.435949527E1
5.913998379E1,9.089398499E0,-3.180406311E1,-5.216951294E0,3.348629834E1
5.914996179E1,9.281149750E0,-3.322625565E1,-1.405427399E1,3.725112646E1
5.915993879E1,7.468718719E0,-2.977353561E1,-1.364277969E1,3.359122832E1
5.916991679E1,4.698728943E0,-2.143497574E1,-7.359595642E0,2.314519144E1
5.917989479E1,3.106789398E0,-1.680824707E1,-7.114854584E0,1.851460142E1
5.918987279E1,2.280956726E0,-1.512544647E1,-7.427554321E0,1.700442465E1
5.919985079E1,2.207758942E0,-1.485436020E1,-5.968238983E0,1.616001525E1
5.920982879E1,2.306104431E0,-1.527408737E1,-3.867058411E0,1.592388154E1
5.921980679E1,2.250120850E0,-1.514834885E1,-2.385888519E0,1.549928968E1
5.922978479E1,1.743873596E0,-1.396535889E1,-1.414408722E0,1.414471265E1
5.923976279E1,1.234183502E0,-1.163216080E1,-8.415499878E-1,1.172768435E1
5.924974079E1,8.132588196E-1,-8.671018524E0,-3.873944092E-1,8.717684703E0
5.925971879E1,6.818321228E-1,-5.877078552E0,-1.800755310E-1,5.919237666E0
5.926969679E1,7.644602966E-1,-3.239712982E0,-6.285429382E-1,3.387507340E0
5.927967479E1,8.351133728E-1,-9.102571106E-1,-1.974843292E0,2.329375105E0
5.928965279E1,7.382647705E-1,5.472619629E-1,-2.703378296E0,2.855308169E0
5.929963079E1,2.541714478E-1,9.081614685E-1,-2.345472565E0,2.527963989E0
