"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.662189997E2,-1.241518250E0,-2.671943665E-1,-3.572770386E0,3.791760623E0
2.662289777E2,-1.011446686E0,-9.415420532E-2,-4.741689606E0,4.849279300E0
2.662389557E2,-7.467970276E-1,1.016386414E-1,-5.644162903E0,5.694261242E0
2.662489337E2,-4.405339050E-1,4.447251892E-1,-6.221661987E0,6.253073524E0
2.662589127E2,-7.933502197E-2,8.629554749E-1,-6.803651733E0,6.858619621E0
2.662688907E2,1.910028076E-1,1.264270935E0,-7.562723236E0,7.670048619E0
2.662788687E2,3.553610229E-1,1.494941254E0,-8.180937653E0,8.323993734E0
2.662888467E2,4.050576782E-1,1.592388611E0,-8.290210419E0,8.451470996E0
2.662988247E2,4.159849548E-1,1.832788696E0,-8.269104309E0,8.479990800E0
2.663088027E2,2.776725769E-1,1.841770020E0,-8.389903107E0,8.594166219E0
2.663187807E2,1.077758789E-1,2.130669250E0,-8.672515411E0,8.931063243E0
2.663287587E2,-5.837860107E-2,2.473905487E0,-8.599167938E0,8.948145375E0
2.663387367E2,-2.577639771E-1,2.290985870E0,-8.338559875E0,8.651395224E0
2.663487147E2,-3.080593872E-1,1.812131653E0,-8.098608856E0,8.304588317E0
2.663586927E2,-9.101074219E-2,1.332229614E0,-7.606432343E0,7.722754151E0
2.663686717E2,3.685336304E-1,8.442443848E-1,-6.985224152E0,7.045702383E0
2.663786497E2,8.869056702E-1,2.734812927E-1,-6.475534058E0,6.541707347E0
2.663886277E2,1.096020813E0,-1.389111328E-1,-6.324198761E0,6.419972577E0
2.663986057E2,7.560777283E-1,-4.676275635E-1,-6.304290161E0,6.366663452E0
2.664085837E2,1.366658020E-1,-1.004411316E0,-6.291566620E0,6.372701952E0
2.664185617E2,-5.671705627E-1,-1.773661652E0,-6.086493073E0,6.364978871E0
2.664285397E2,-1.247356110E0,-3.484004974E0,-5.266647949E0,6.436751397E0
2.664385177E2,-1.650916901E0,-5.964047699E0,-2.718047791E0,6.758933005E0
2.664484957E2,-1.718875580E0,-1.012449600E1,1.922601929E0,1.044779167E1
2.664584737E2,-9.961784363E-1,-1.471020996E1,8.101602631E0,1.682315707E1
2.664684517E2,3.832031250E-2,-1.872710678E1,1.554143143E1,2.433602448E1
2.664784307E2,4.351451111E-1,-2.212129852E1,2.415437073E1,3.275629443E1
2.664884087E2,1.451980591E-1,-2.236978180E1,3.335154510E1,4.015910583E1
2.664983867E2,2.710862732E-1,-1.869043304E1,4.314792343E1,4.702285691E1
2.665083647E2,1.579365692E0,-1.402867722E1,5.063235947E1,5.256361865E1
2.665183427E2,3.355721741E0,-1.272458908E1,4.728561905E1,4.908264260E1
2.665283207E2,4.433330841E0,-1.457309509E1,4.022165863E1,4.300943322E1
2.665382987E2,4.738246765E0,-1.380519196E1,3.508164734E1,3.799679312E1
2.665482767E2,3.402274933E0,-1.146001877E1,3.336651398E1,3.544335988E1
2.665582547E2,7.595205688E-1,-8.728049927E0,3.285023758E1,3.399843873E1
2.665682327E2,-1.092727661E0,-6.915169830E0,3.361365005E1,3.433498358E1
2.665782117E2,-1.250649261E0,-5.465284882E0,3.187890747E1,3.236816652E1
2.665881897E2,-7.385641479E-1,-5.154381409E0,2.932372101E1,2.978244010E1
2.665981677E2,-1.782792664E-1,-5.053042145E0,2.746338959E1,2.792494917E1
2.666081457E2,9.430389404E-3,-5.163063354E0,2.614612885E1,2.665102936E1
2.666181237E2,-2.591111755E-1,-5.678591309E0,2.475357468E1,2.539789356E1
2.666281017E2,-6.682104492E-1,-6.437812500E0,2.363001114E1,2.450039513E1
2.666380797E2,-1.061592407E0,-7.264393616E0,2.263532959E1,2.379614546E1
2.666480577E2,-1.162482605E0,-7.766000519E0,2.164004929E1,2.302072681E1
2.666580357E2,-1.130449219E0,-7.874075775E0,2.057546310E1,2.205966153E1
2.666680137E2,-1.102307739E0,-7.766000519E0,1.949306396E1,2.101202963E1
2.666779927E2,-1.013242950E0,-7.894283752E0,1.795276703E1,1.963792813E1
2.666879707E2,-7.738906860E-1,-7.832013245E0,1.609572876E1,1.791680280E1
2.666979487E2,-6.222560120E-1,-7.545509033E0,1.406385406E1,1.597228538E1
2.667079267E2,-6.682104492E-1,-7.586224365E0,1.234931946E1,1.450872139E1
2.667179047E2,-6.962022400E-1,-7.620503082E0,1.088431595E1,1.330507792E1
2.667278827E2,-7.342231750E-1,-7.246580658E0,9.476493530E0,1.195223596E1
2.667378607E2,-8.181985474E-1,-6.752607880E0,8.079299011E0,1.056135572E1
2.667478387E2,-9.916877747E-1,-6.364315338E0,6.784641266E0,9.355175652E0
2.667578167E2,-1.033450928E0,-6.024372253E0,5.449567566E0,8.188947950E0
2.667677947E2,-9.539662170E-1,-5.626799011E0,4.209695892E0,7.091717575E0
2.667777737E2,-1.003513184E0,-5.111271057E0,3.255430298E0,6.142471567E0
2.667877517E2,-1.034049683E0,-4.618196411E0,2.459984436E0,5.333715428E0
2.667977297E2,-9.198371887E-1,-4.250560913E0,1.621877289E0,4.641535788E0
2.668077077E2,-7.168592834E-1,-3.890858917E0,7.222480774E-1,4.021730055E0
2.668176857E2,-5.261558533E-1,-3.478017426E0,-2.799179077E-1,3.528710704E0
2.668276637E2,-3.932322693E-1,-2.960693207E0,-1.403631134E0,3.300078218E0
2.668376417E2,-3.974235535E-1,-2.482138367E0,-2.731968842E0,3.712493785E0
2.668476197E2,-5.367837524E-1,-1.814826050E0,-4.247267761E0,4.649840193E0
2.668575977E2,-7.222480774E-1,-9.675878906E-1,-5.981411591E0,6.102061392E0
2.668675757E2,-8.867559814E-1,-2.866539001E-1,-7.799530792E0,7.855010325E0
2.668775547E2,-8.538244629E-1,-3.442840576E-3,-1.031430130E1,1.034958160E1
2.668875327E2,-6.497987366E-1,2.077679443E-1,-1.184412003E1,1.186375089E1
2.668975107E2,-5.870791626E-1,5.854325867E-1,-1.175864777E1,1.178784079E1
2.669074887E2,-4.474195862E-1,1.013542328E0,-1.056083862E1,1.061879300E1
2.669174663E2,-3.641926575E-1,1.086889801E0,-9.342222748E0,9.412284080E0
2.669274443E2,-3.212319946E-1,1.047821045E0,-8.331524506E0,8.403298134E0
2.669374223E2,-4.330494690E-1,1.013392639E0,-7.326963501E0,7.409378559E0
2.669474003E2,-6.162684631E-1,1.053509216E0,-6.616989899E0,6.728612324E0
2.669573783E2,-7.084767151E-1,1.049168243E0,-6.141728210E0,6.270846727E0
2.669673563E2,-7.458988953E-1,1.030307465E0,-5.610183563E0,5.752569708E0
2.669773353E2,-7.174580383E-1,9.433383179E-1,-5.069208527E0,5.205910901E0
2.669873133E2,-4.114942932E-1,8.170010376E-1,-5.201683044E0,5.281507810E0
2.669972913E2,-1.736389160E-2,5.671705627E-1,-5.597460022E0,5.626148118E0
2.670072692E2,3.626957703E-1,1.757345581E-1,-6.519243164E0,6.531689084E0
2.670172473E2,5.897735596E-1,-1.242416382E-1,-7.965984650E0,7.988753362E0
2.670272253E2,6.764433289E-1,-3.644920349E-1,-9.422006836E0,9.453287409E0
2.670372033E2,7.204518127E-1,-5.587879944E-1,-1.054586975E1,1.058520966E1
2.670471813E2,7.035369873E-1,-1.186582489E0,-1.160716278E1,1.168884811E1
2.670571593E2,6.442602539E-1,-2.188598785E0,-1.205967178E1,1.227357810E1
2.670671383E2,6.078858948E-1,-3.188070374E0,-1.057341248E1,1.106030602E1
2.670771163E2,7.134164429E-1,-4.686155090E0,-7.088659058E0,8.527490826E0
2.670870943E2,9.761201477E-1,-5.735323334E0,-2.160307617E0,6.205938550E0
2.670970723E2,1.509610748E0,-6.189628601E0,2.050436096E0,6.692885403E0
2.671070503E2,2.368374939E0,-9.731712799E0,5.818699951E0,1.158329413E1
2.671170283E2,3.238066406E0,-1.582000214E1,1.150747009E1,1.982875209E1
2.671270063E2,3.053500214E0,-2.237038055E1,2.140144547E1,3.110915714E1
2.671369843E2,1.245260468E0,-2.829790421E1,3.572276413E1,4.558988850E1
2.671469623E2,-1.605261841E0,-2.894455948E1,5.072816025E1,5.842696835E1
2.671569403E2,-3.512296143E0,-2.395438660E1,5.675328094E1,6.170157015E1
2.671669193E2,-8.192463684E-1,-2.020378601E1,5.388719101E1,5.755600306E1
2.671768972E2,2.755020905E0,-1.736748413E1,4.816968063E1,5.127901888E1
2.671868753E2,4.339625702E0,-1.389261017E1,4.117861862E1,4.367511420E1
2.671968533E2,4.364773407E0,-1.079240707E1,3.706666946E1,3.885183757E1
2.672068313E2,2.994522858E0,-6.106102295E0,3.182292389E1,3.254151406E1
2.672168093E2,1.848056946E0,-3.541635132E0,2.874472504E1,2.902098743E1
2.672267873E2,9.722282410E-1,-1.428030396E0,2.689277618E1,2.694820791E1
2.672367653E2,1.963916016E-1,-1.164578247E-1,2.475537094E1,2.475642386E1
2.672467433E2,-5.031037903E-1,-3.445834351E-1,2.309427521E1,2.310232453E1
2.672567223E2,-1.103205872E0,-9.871971130E-1,2.181772980E1,2.186789781E1
2.672667003E2,-1.862127686E0,-2.351160736E0,2.076856155E1,2.098400880E1
2.672766783E2,-2.395917664E0,-3.932921448E0,2.078263229E1,2.128675874E1
2.672866563E2,-2.495011597E0,-4.877008209E0,2.093770981E1,2.164250411E1
2.672966343E2,-2.368824005E0,-5.175188141E0,2.042008621E1,2.119843910E1
2.673066123E2,-2.308499451E0,-5.062921600E0,1.886556885E1,1.966906283E1
2.673165903E2,-1.995799713E0,-4.753664703E0,1.722198669E1,1.797713465E1
2.673265683E2,-1.616488495E0,-4.688550110E0,1.557121948E1,1.634192196E1
2.673365463E2,-1.481020203E0,-4.564607849E0,1.374531647E1,1.455894194E1
2.673465253E2,-1.404229889E0,-4.241579590E0,1.208062820E1,1.288038962E1
2.673565033E2,-1.386267242E0,-4.118834839E0,1.071756271E1,1.156514971E1
2.673664813E2,-1.321601715E0,-3.951782227E0,9.162147217E0,1.006519525E1
2.673764593E2,-1.126856689E0,-3.734284515E0,7.665409698E0,8.600766982E0
2.673864373E2,-9.207353210E-1,-3.644171906E0,6.054459686E0,7.126305109E0
2.673964153E2,-6.716532898E-1,-3.446732483E0,4.329746246E0,5.574745331E0
2.674063933E2,-5.686674500E-1,-3.032693481E0,3.112178192E0,4.382495353E0
2.674163713E2,-5.691165161E-1,-2.516716461E0,2.078577576E0,3.313342737E0
2.674263493E2,-5.474116516E-1,-2.063608704E0,1.018631744E0,2.365533984E0
2.674363283E2,-5.583389282E-1,-1.639540558E0,4.775070190E-2,1.732661458E0
2.674463063E2,-6.078858948E-1,-1.173260193E0,-5.721102905E-1,1.439921847E0
2.674562843E2,-6.523434448E-1,-6.905140686E-1,-1.168320465E0,1.505767033E0
2.674662623E2,-8.378077698E-1,-1.963916016E-1,-1.838925934E0,2.030305423E0
2.674762403E2,-9.740245056E-1,4.655319214E-1,-1.954036560E0,2.232420790E0
2.674862183E2,-9.264234924E-1,1.217118988E0,-2.101479950E0,2.599203166E0
2.674961963E2,-8.566685486E-1,1.100661163E0,-2.585273895E0,2.937512062E0
2.675061743E2,-6.463558960E-1,6.972500610E-1,-2.851420441E0,3.005749843E0
2.675161522E2,-3.332070923E-1,7.909552002E-1,-3.112028503E0,3.228212896E0
2.675261313E2,-1.422042847E-2,1.103954315E0,-3.264112244E0,3.445772205E0
2.675361093E2,1.562750244E-1,1.142124939E0,-3.401077423E0,3.591127803E0
2.675460872E2,2.258802795E-1,9.810598755E-1,-3.439547424E0,3.583850843E0
2.675560653E2,2.249821472E-1,8.761280823E-1,-3.426075439E0,3.543474326E0
2.675660433E2,9.834548950E-2,9.038204956E-1,-3.586092682E0,3.699543762E0
2.675760213E2,-1.824705505E-1,8.352630615E-1,-3.858975220E0,3.952549763E0
2.675859993E2,-4.593946838E-1,7.429051208E-1,-4.202810211E0,4.292617519E0
2.675959773E2,-6.535409546E-1,7.993377686E-1,-4.353995819E0,4.474744265E0
2.676059553E2,-8.403524780E-1,8.205935669E-1,-4.436923370E0,4.589755449E0
2.676159343E2,-8.753796387E-1,8.843609619E-1,-4.441414032E0,4.612433460E0
2.676259123E2,-6.505471802E-1,1.081501007E0,-4.793032837E0,4.956411992E0
2.676358903E2,-2.897973633E-1,1.237326965E0,-5.892346802E0,6.027828080E0
2.676458683E2,6.721023560E-2,1.161135406E0,-7.286697235E0,7.378936864E0
2.676558463E2,3.005749512E-1,9.580078125E-1,-8.626261597E0,8.684498454E0
2.676658243E2,4.405339050E-1,3.547622681E-1,-9.624086609E0,9.640693411E0
2.676758023E2,4.692741394E-1,-5.403762817E-1,-9.659263458E0,9.685741856E0
2.676857803E2,2.894979858E-1,-2.000290375E0,-8.804840240E0,9.033835416E0
2.676957593E2,-1.324745178E-1,-3.961961060E0,-7.067702637E0,8.103524264E0
2.677057373E2,-8.448431396E-1,-5.777236176E0,-5.052593079E0,7.721328550E0
2.677157153E2,-1.995051270E0,-8.258027344E0,-2.193388824E0,8.774178008E0
2.677256933E2,-2.962938538E0,-1.177601166E1,2.848127289E0,1.247258130E1
2.677356713E2,-2.623893585E0,-1.650033737E1,1.045096710E1,1.970707143E1
2.677456493E2,-1.264570312E0,-2.058115128E1,1.916464691E1,2.815078360E1
2.677556273E2,1.229992218E0,-2.141087585E1,2.892704590E1,3.600989406E1
2.677656053E2,2.403851166E0,-1.991518616E1,3.962859192E1,4.441642081E1
2.677755833E2,8.416996765E-1,-1.834719681E1,4.721960632E1,5.066576073E1
2.677855623E2,-5.120851135E-1,-1.808164902E1,4.841097885E1,5.168008452E1
2.677955403E2,-3.420387268E-1,-1.720297623E1,4.409245926E1,4.733079700E1
2.678055183E2,-2.071691895E-1,-1.475945755E1,3.816987534E1,4.092461227E1
2.678154963E2,-3.793112183E-1,-1.173694290E1,3.438724136E1,3.633706199E1
2.678254743E2,-2.650987244E-1,-9.631870422E0,3.233156616E1,3.373682522E1
2.678354523E2,-1.022373962E-1,-7.664511566E0,3.101235947E1,3.194560423E1
2.678454303E2,6.271957397E-2,-5.920039215E0,3.001857605E1,3.059682510E1
2.678554083E2,3.745211792E-1,-4.996160431E0,2.934482712E1,2.976946025E1
2.678653873E2,5.269042969E-1,-5.134023743E0,2.831691467E1,2.878338904E1
2.678753653E2,6.256988525E-1,-5.561534729E0,2.669518707E1,2.727554180E1
2.678853433E2,3.731739807E-1,-6.347550201E0,2.498529282E1,2.578168942E1
2.678953213E2,-2.189945984E-1,-7.170239410E0,2.325519058E1,2.433647840E1
2.679052993E2,-9.367520142E-1,-7.890541534E0,2.194406708E1,2.333838533E1
2.679152774E2,-1.553319855E0,-8.338559875E0,2.086181763E1,2.252020910E1
2.679252554E2,-1.782044220E0,-8.517737274E0,1.957913498E1,2.142592020E1
2.679352334E2,-1.770368500E0,-8.416398010E0,1.805799820E1,2.000153142E1
2.679452114E2,-1.737436981E0,-8.185877380E0,1.650018768E1,1.850090455E1
2.679551904E2,-1.711391144E0,-7.975864105E0,1.501108429E1,1.708437647E1
2.679651684E2,-1.532513123E0,-7.612120514E0,1.334504883E1,1.543966656E1
2.679751464E2,-1.261576538E0,-7.245682526E0,1.149579437E1,1.364715278E1
2.679851244E2,-9.647438049E-1,-6.807992706E0,9.903256073E0,1.205628368E1
2.679951024E2,-7.018904114E-1,-6.304589539E0,8.378676453E0,1.050917306E1
2.680050804E2,-5.047503662E-1,-5.829477539E0,6.795119476E0,8.967230900E0
2.680150584E2,-4.064048767E-1,-5.478307800E0,5.453609161E0,7.740728271E0
2.680250364E2,-3.671864319E-1,-4.939129028E0,4.204905853E0,6.497003515E0
2.680350154E2,-2.706372070E-1,-4.265829163E0,2.957549744E0,5.197849885E0
2.680449934E2,-2.127076721E-1,-3.755390625E0,1.767075348E0,4.155810220E0
2.680549714E2,-1.237925720E-1,-3.251388702E0,7.337741089E-1,3.335457620E0
2.680649494E2,3.951782227E-2,-2.637365570E0,-3.770658875E-1,2.664476964E0
2.680749274E2,6.286926270E-2,-1.905537415E0,-1.627415771E0,2.506692537E0
2.680849054E2,-2.773731995E-1,-1.106499023E0,-2.515369263E0,2.761948317E0
2.680948834E2,-2.749781799E-1,-2.993774414E-4,-3.022514648E0,3.034997181E0
2.681048614E2,-2.215393066E-1,5.361849976E-1,-3.305875397E0,3.356394815E0
2.681148404E2,-2.429447937E-1,5.866300964E-1,-3.636837158E0,3.691847987E0
2.681248184E2,-2.215393066E-1,8.181985474E-1,-3.736529846E0,3.831472800E0
2.681347964E2,-2.537223816E-1,1.113833771E0,-3.721710663E0,3.893087589E0
2.681447744E2,-1.218466187E-1,1.305135956E0,-4.226311340E0,4.424921921E0
2.681547524E2,7.978408813E-2,1.336869965E0,-5.109175415E0,5.281785704E0
2.681647304E2,2.546205139E-1,1.322200470E0,-6.109844513E0,6.256456318E0
2.681747084E2,3.769161987E-1,1.216520233E0,-6.530918884E0,6.653937839E0
2.681846864E2,2.993774414E-1,1.209185486E0,-6.423442383E0,6.543116111E0
2.681946644E2,1.347198486E-1,1.478625183E0,-6.114335175E0,6.292024833E0
2.682046434E2,-1.395098877E-1,1.619033203E0,-5.621859283E0,5.852011050E0
2.682146214E2,-2.742297363E-1,1.578916626E0,-5.280569000E0,5.518386415E0
2.682245994E2,-2.850073242E-1,1.571731567E0,-5.084177399E0,5.329205299E0
2.682345774E2,-3.221301270E-1,1.494941254E0,-4.865482178E0,5.100150389E0
2.682445554E2,-4.320016479E-1,1.421294403E0,-4.978347473E0,5.195252330E0
2.682545334E2,-5.668711853E-1,1.274150391E0,-5.063370667E0,5.251906765E0
2.682645114E2,-6.252497864E-1,9.370513916E-1,-5.122647400E0,5.245047091E0
2.682744894E2,-6.712042236E-1,5.411247253E-1,-5.175786896E0,5.247104065E0
2.682844684E2,-7.792794800E-1,-3.338058472E-1,-4.755011902E0,4.829993896E0
2.682944464E2,-7.762857056E-1,-1.285676422E0,-4.193080444E0,4.453931631E0
2.683044244E2,-5.719606018E-1,-2.296224976E0,-3.331023102E0,4.086013090E0
2.683144024E2,-5.177732849E-1,-3.364403687E0,-2.325713654E0,4.122650281E0
2.683243804E2,-5.258564758E-1,-4.321663055E0,-1.036594391E0,4.475245751E0
2.683343584E2,-2.357597351E-1,-4.835843811E0,4.354444885E-1,4.861129490E0
2.683443364E2,5.385800171E-1,-5.362598419E0,1.940265198E0,5.728189878E0
2.683543144E2,1.488654327E0,-6.512956238E0,3.688479767E0,7.631485678E0
2.683642934E2,2.049238586E0,-8.507109375E0,6.351442108E0,1.081254390E1
2.683742714E2,2.553240509E0,-1.207449097E1,1.107367218E1,1.658127211E1
2.683842494E2,2.953358459E0,-1.637549698E1,1.857187958E1,2.493579633E1
2.683942274E2,3.243455200E0,-1.947061066E1,3.125455582E1,3.696582124E1
2.684042054E2,3.050656128E0,-1.920581131E1,4.605727341E1,4.999442093E1
2.684141834E2,1.908830566E0,-1.524968811E1,5.413597366E1,5.627521893E1
2.684241614E2,2.555635529E0,-1.164099243E1,5.263534424E1,5.396780004E1
2.684341404E2,3.536845093E0,-1.130344437E1,4.538636856E1,4.690628507E1
2.684441184E2,3.639980621E0,-1.028196854E1,3.919374619E1,4.068314240E1
2.684540964E2,3.031196594E0,-7.474257202E0,3.543955307E1,3.634576448E1
2.684640744E2,2.546354828E0,-4.963827667E0,3.234024811E1,3.281790907E1
2.684740524E2,2.335293732E0,-3.570075989E0,3.039055252E1,3.068851124E1
2.684840304E2,1.986818390E0,-2.925366669E0,2.893991913E1,2.915517341E1
2.684940084E2,1.392105103E0,-2.899021454E0,2.709844849E1,2.728860921E1
2.685039864E2,6.894662476E-1,-3.243305511E0,2.490416153E1,2.512392596E1
2.685139654E2,1.145118713E-1,-3.705095215E0,2.266856049E1,2.296964253E1
2.685239434E2,-1.746867371E-1,-4.249812469E0,2.049642746E1,2.093310680E1
2.685339214E2,-2.912942505E-1,-4.819677429E0,1.843251938E1,1.905444603E1
2.685438994E2,-2.315684509E-1,-5.258115692E0,1.626053604E1,1.709112158E1
2.685538774E2,-1.405577087E-1,-5.401667175E0,1.447938995E1,1.545478884E1
2.685638554E2,-2.490820312E-1,-5.229974213E0,1.259615616E1,1.364103449E1
2.685738334E2,-2.561174011E-1,-4.882995758E0,1.105032074E1,1.208382523E1
2.685838114E2,-2.151026917E-1,-4.431384888E0,9.511969757E0,1.049576152E1
2.685937904E2,-2.225871277E-1,-3.861070862E0,8.019872589E0,8.903694153E0
2.686037684E2,-3.074606323E-1,-3.284020844E0,6.778803406E0,7.538667028E0
2.686137464E2,-2.077679443E-1,-2.681673431E0,5.607189789E0,6.218932162E0
2.686237244E2,-1.975891113E-2,-2.164049835E0,4.779261475E0,5.246412331E0
2.686337024E2,8.891510010E-2,-1.871408386E0,4.380790100E0,4.764598319E0
2.686436804E2,6.331832886E-2,-1.571132813E0,3.799399109E0,4.111921827E0
2.686536584E2,-3.203338623E-2,-1.211131439E0,3.208278351E0,3.429419117E0
2.686636364E2,-9.789642334E-2,-7.734416199E-1,2.898123322E0,3.001152185E0
2.686736154E2,1.676513672E-2,-1.032253418E0,2.203268280E0,2.433150078E0
2.686835934E2,-5.254074097E-2,-9.982740784E-1,1.140927429E0,1.516913664E0
2.686935714E2,-2.779719543E-1,-6.411167908E-1,4.266128540E-2,7.000850892E-1
2.687035494E2,-3.796105957E-1,-1.016386414E-1,-6.779402161E-1,7.836054839E-1
2.687135274E2,-4.947212219E-1,1.884580994E-1,-1.062939606E0,1.187478904E0
2.687235054E2,-5.063969421E-1,3.260220337E-1,-1.453028412E0,1.572901712E0
2.687334834E2,-4.260140991E-1,4.093986511E-1,-1.685045929E0,1.785630155E0
2.687434624E2,-4.040098572E-1,5.376818848E-1,-1.731898499E0,1.857901554E0
2.687534404E2,-4.842430115E-1,6.923103333E-1,-1.835632782E0,2.020725761E0
2.687634184E2,-4.632865906E-1,8.199948120E-1,-2.050436096E0,2.256394057E0
2.687733964E2,-4.107458496E-1,9.160949707E-1,-2.323468323E0,2.531096046E0
2.687833744E2,-4.188290405E-1,9.160949707E-1,-2.866539001E0,3.038370222E0
2.687933524E2,-4.569996643E-1,8.825646973E-1,-3.343896332E0,3.488468405E0
2.688033304E2,-5.209167480E-1,9.821076965E-1,-3.869752808E0,4.026273287E0
2.688133084E2,-3.983216858E-1,1.072669373E0,-4.605023804E0,4.745052579E0
2.688232874E2,-2.040257263E-1,9.810598755E-1,-5.138664093E0,5.235453527E0
2.688332654E2,-5.837860107E-2,8.089178467E-1,-5.506898346E0,5.566299088E0
2.688432434E2,-2.859054565E-2,5.867797852E-1,-5.487887878E0,5.519242820E0
2.688532214E2,-1.104702759E-1,3.499722290E-1,-5.028642883E0,5.042016808E0
2.688631994E2,-2.709365845E-1,1.237925720E-1,-4.341272278E0,4.351479774E0
2.688731774E2,-3.763174438E-1,-5.553451538E-2,-3.851041718E0,3.869783096E0
2.688831554E2,-4.397854614E-1,-3.459306335E-1,-3.489693146E0,3.534266191E0
2.688931344E2,-5.520520020E-1,-5.447172546E-1,-3.056793365E0,3.153642970E0
2.689031124E2,-7.173083496E-1,-9.107061768E-1,-2.230062561E0,2.513383384E0
2.689130904E2,-9.930349731E-1,-1.530417480E0,-9.913883972E-1,2.076330194E0
2.689230683E2,-1.150806885E0,-1.889969788E0,1.148112488E-1,2.215744549E0
2.689330463E2,-1.316212921E0,-2.675835571E0,1.750759277E0,3.457986481E0
2.689430243E2,-1.319655762E0,-3.731590118E0,3.229234772E0,5.108249539E0
2.689530023E2,-6.837780762E-1,-4.619393921E0,5.574857025E0,7.272233736E0
2.689629813E2,5.959107971E-1,-5.762866058E0,9.850116577E0,1.142762143E1
2.689729593E2,2.599793701E0,-8.096662903E0,1.524519745E1,1.745654384E1
2.689829373E2,5.167703705E0,-1.156749527E1,2.135803574E1,2.483299819E1
2.689929153E2,7.334148560E0,-1.499416946E1,2.853680740E1,3.306000953E1
2.690028933E2,7.800279236E0,-1.630619110E1,3.579536316E1,4.010042703E1
2.690128713E2,6.308780823E0,-1.499866013E1,4.163382202E1,4.470051070E1
2.690228493E2,3.726351013E0,-1.334684509E1,4.477279449E1,4.686818849E1
2.690328273E2,1.157842255E0,-1.236623428E1,4.669270203E1,4.831638202E1
2.690428063E2,1.499880981E-1,-1.090676926E1,4.560970413E1,4.689589772E1
2.690527843E2,1.335223389E-1,-8.537346497E0,4.167274109E1,4.253847039E1
2.690627623E2,6.511459351E-2,-6.625522156E0,3.740062500E1,3.798300323E1
2.690727403E2,-2.724334717E-1,-5.438191223E0,3.359568741E1,3.403407640E1
2.690827183E2,-6.900650024E-1,-4.546645203E0,3.043426163E1,3.077974095E1
2.690926963E2,-1.202898560E0,-4.253404999E0,2.793131653E1,2.827891197E1
2.691026743E2,-1.577120361E0,-4.799170074E0,2.564976105E1,2.614248618E1
2.691126533E2,-1.698966980E0,-5.579197998E0,2.377850235E1,2.448328232E1
2.691226313E2,-1.479673004E0,-6.059549103E0,2.188194626E1,2.275361816E1
2.691326093E2,-7.563771057E-1,-6.509363708E0,1.981474503E1,2.087026695E1
2.691425873E2,1.556762695E-1,-6.934928741E0,1.782762726E1,1.912960442E1
2.691525653E2,9.210346985E-1,-7.186405792E0,1.589305023E1,1.746659036E1
2.691625433E2,1.456920319E0,-7.043153687E0,1.400173325E1,1.574093913E1
2.691725213E2,1.792971497E0,-6.609355774E0,1.217208801E1,1.396631867E1
2.691825003E2,1.657952271E0,-6.356381836E0,1.072235275E1,1.257462701E1
2.691924783E2,1.222058716E0,-6.011199646E0,9.266779633E0,1.111310728E1
2.692024563E2,6.728507996E-1,-5.478756866E0,7.617958374E0,9.407592401E0
2.692124343E2,1.848655701E-1,-5.004093933E0,6.048023071E0,7.851987929E0
2.692224123E2,-2.754272461E-2,-4.623734894E0,4.616250458E0,6.533716497E0
2.692323903E2,-1.062789917E-1,-4.256398773E0,3.315904541E0,5.396614556E0
2.692423683E2,-1.953437805E-1,-3.803440704E0,2.035018158E0,4.318057351E0
2.692523473E2,-1.844165039E-1,-3.494183807E0,9.386979675E-1,3.622772944E0
2.692623253E2,-8.038284302E-2,-3.245999908E0,3.421884155E-1,3.264976220E0
2.692723033E2,-3.068618774E-1,-2.668500824E0,-4.345463562E-1,2.721009260E0
2.692822813E2,-4.519102478E-1,-1.817221069E0,-1.411864014E0,2.345181289E0
2.692922593E2,-6.298901367E-1,-9.921368408E-1,-2.229463806E0,2.520239266E0
2.693022373E2,-6.114784241E-1,-1.270857239E-1,-2.775827637E0,2.845219800E0
2.693122153E2,-3.588038635E-1,2.912942505E-1,-2.641407166E0,2.681533958E0
2.693221943E2,-3.252735901E-1,3.168910217E-1,-2.642904053E0,2.681634699E0
2.693321723E2,-4.805007935E-1,5.096900940E-1,-2.782413940E0,2.869232012E0
2.693421503E2,-5.216651917E-1,7.949967957E-1,-2.752625885E0,2.912233463E0
2.693521283E2,-5.637277222E-1,9.154962158E-1,-2.892734528E0,3.086071178E0
2.693621063E2,-8.143066406E-1,1.055604858E0,-3.730991364E0,3.962031484E0
2.693720843E2,-1.157542877E0,1.238374786E0,-4.600533142E0,4.902895350E0
2.693820623E2,-1.426084442E0,1.390608215E0,-4.801714783E0,5.198458704E0
2.693920403E2,-1.475930786E0,1.334774323E0,-5.051994324E0,5.429791969E0
2.694020193E2,-1.304088135E0,1.211730194E0,-5.345084839E0,5.633725931E0
2.694119973E2,-9.526190186E-1,1.125509491E0,-5.292394409E0,5.493968801E0
2.694219753E2,-5.161267090E-1,9.934840393E-1,-5.044809265E0,5.167542727E0
2.694319533E2,-1.432521057E-1,9.404942322E-1,-4.872517548E0,4.964521912E0
2.694419313E2,3.891906738E-2,9.422904968E-1,-4.742737427E0,4.835595555E0
2.694519093E2,-5.882766724E-2,9.014254761E-1,-4.283791809E0,4.378001924E0
