"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.389138125E0,-1.832109104E0,-1.646083446E0,-7.673095863E0,8.058698072E0
1.399082125E0,-1.535648107E0,-1.562186719E0,-7.997343267E0,8.291932331E0
1.409027125E0,-1.340570229E0,-1.535167028E0,-8.268126070E0,8.515619475E0
1.418971125E0,-1.300928884E0,-1.749541887E0,-8.321813450E0,8.602667718E0
1.428915125E0,-1.351804046E0,-1.975478446E0,-8.272645383E0,8.612000401E0
1.438859125E0,-1.341095309E0,-2.351336153E0,-8.464791906E0,8.887070403E0
1.448804125E0,-1.195261511E0,-2.596546742E0,-8.467181663E0,8.936658793E0
1.458748125E0,-1.350721726E0,-2.679369628E0,-8.061857936E0,8.602152299E0
1.468692125E0,-1.861845119E0,-2.994397435E0,-7.791180968E0,8.551922832E0
1.478637125E0,-2.157600356E0,-3.131867229E0,-7.439161044E0,8.354935588E0
1.488581125E0,-2.064610770E0,-3.086232927E0,-7.223055555E0,8.121575147E0
1.498525125E0,-1.770388088E0,-3.123496063E0,-6.954725659E0,7.826794404E0
1.508469125E0,-1.479234317E0,-3.393802025E0,-6.219303805E0,7.237801197E0
1.518414125E0,-1.104742812E0,-3.878083628E0,-5.692500080E0,6.975997884E0
1.528358125E0,-7.303969033E-1,-4.293952516E0,-5.069355876E0,6.683552711E0
1.538302125E0,-4.812539148E-1,-4.373331099E0,-4.577526103E0,6.349123991E0
1.548247125E0,-2.963506302E-1,-4.044432236E0,-4.473876604E0,6.038280192E0
1.558191125E0,-1.770832184E-1,-3.516855801E0,-4.721075832E0,5.889668089E0
1.568135125E0,-3.277371682E-1,-2.764526431E0,-4.868673003E0,5.608386118E0
1.578079125E0,-8.616815127E-1,-1.894368648E0,-4.963560449E0,5.382198430E0
1.588024125E0,-1.626942147E0,-9.445393360E-1,-5.193347839E0,5.523581907E0
1.597968125E0,-2.414445590E0,5.433750263E-1,-4.528249862E0,5.160411877E0
1.607912125E0,-2.973608829E0,2.575980623E0,-2.697895362E0,4.770394640E0
1.617857125E0,-2.435073105E0,4.165205890E0,1.864923824E0,5.172664884E0
1.627801125E0,-1.294419033E0,5.707158465E0,8.936019015E0,1.068174210E1
1.637745125E0,-1.451681652E-1,7.060919867E0,1.512461032E1,1.669225870E1
1.647689125E0,1.728331989E0,7.759056365E0,1.891086723E1,2.051367803E1
1.657633500E0,3.843132774E0,7.699055747E0,2.143838116E1,2.310085097E1
1.667577500E0,5.592281143E0,7.364906668E0,2.349695658E1,2.525118665E1
1.677521500E0,6.704955411E0,7.070868319E0,2.480817832E1,2.665331719E1
1.687466500E0,6.597483587E0,7.393428801E0,2.595445010E1,2.778170368E1
1.697410500E0,5.678379055E0,7.447323757E0,2.744664784E1,2.900043271E1
1.707354500E0,3.887459931E0,7.025237233E0,2.930122794E1,3.038138018E1
1.717298500E0,1.855607163E0,6.351581272E0,3.016033828E1,3.087769208E1
1.727243500E0,4.448697616E-1,5.718311445E0,2.894339939E1,2.950622584E1
1.737187500E0,2.016108263E-1,5.153490293E0,2.683014315E1,2.732134130E1
1.747131500E0,1.439588587E0,4.835379542E0,2.411596622E1,2.463804248E1
1.757075500E0,3.588021678E0,4.878693084E0,2.082712025E1,2.168973222E1
1.767020500E0,5.904936442E0,5.446324700E0,1.677461389E1,1.859888164E1
1.776964500E0,7.725350676E0,6.365830936E0,1.184072864E1,1.550508630E1
1.786908500E0,8.399494295E0,7.262589750E0,6.959713919E0,1.310474464E1
1.796853500E0,8.158277938E0,7.481438752E0,3.266672739E0,1.154125537E1
1.806797500E0,6.822425973E0,6.807955284E0,3.888632298E-1,9.645981854E0
1.816741500E0,4.516663897E0,5.552109602E0,-1.402190965E0,7.293306060E0
1.826685500E0,2.293795165E0,3.355357752E0,-5.503399372E-1,4.101560184E0
1.836630500E0,3.904029478E-1,1.066192997E0,1.959700173E0,2.264863514E0
1.846574500E0,-1.101433581E0,-5.259072004E-1,2.902104106E0,3.148323769E0
1.856518500E0,-1.661287230E0,-1.328820688E0,1.807833365E0,2.791755927E0
1.866462500E0,-1.567690264E0,-1.371082608E0,-9.380652988E-1,2.284181864E0
1.876407500E0,-6.137543066E-1,-9.597754258E-1,-3.550456241E0,3.728753510E0
1.886351500E0,2.452411415E-1,-6.091942093E-1,-6.596241054E0,6.628850341E0
1.896295500E0,4.597390848E-1,-5.228719108E-1,-9.733471642E0,9.758341317E0
1.906240500E0,2.903101641E-1,-4.375106022E-1,-1.200449629E1,1.201597381E1
1.916184500E0,-2.739337210E-1,-6.550292172E-1,-1.289635455E1,1.291588416E1
1.926128500E0,-1.205850819E0,-9.413246830E-1,-1.239517449E1,1.248921611E1
1.936072500E0,-2.471905447E0,-1.191223570E0,-1.119226307E1,1.152371827E1
1.946017500E0,-3.237357724E0,-1.741984946E0,-9.689661963E0,1.036361643E1
1.955961500E0,-3.886552443E0,-2.073659190E0,-8.343226538E0,9.434764512E0
1.965905500E0,-4.515574853E0,-2.277659189E0,-7.576006356E0,9.109007626E0
1.975849500E0,-4.881222005E0,-2.452816334E0,-7.477173209E0,9.260170378E0
1.985794500E0,-4.708331825E0,-2.478889069E0,-7.618768798E0,9.292949886E0
1.995738500E0,-4.369837096E0,-2.426013136E0,-7.937329200E0,9.379883305E0
2.005682500E0,-3.999784066E0,-2.273992546E0,-8.205011809E0,9.406993859E0
2.015626500E0,-3.565404941E0,-2.226961052E0,-8.387888741E0,9.382331557E0
2.025571500E0,-3.414414922E0,-2.152842038E0,-8.599210038E0,9.499440583E0
2.035515500E0,-3.302769940E0,-2.240614300E0,-8.479612259E0,9.371897662E0
2.045459500E0,-3.301679727E0,-2.454724866E0,-8.203657594E0,9.177513885E0
2.055403500E0,-3.332655352E0,-2.708829655E0,-7.634693105E0,8.759731081E0
2.065348500E0,-3.251668492E0,-2.985323433E0,-6.915311918E0,8.204086963E0
2.075292500E0,-3.091089624E0,-3.233176380E0,-6.428720080E0,7.831775433E0
2.085236500E0,-2.922495978E0,-3.298307930E0,-6.135746509E0,7.554283763E0
2.095180500E0,-2.782255773E0,-3.251376716E0,-6.061789756E0,7.420087114E0
2.105125500E0,-2.538207025E0,-3.142714106E0,-6.222092927E0,7.418462594E0
2.115069500E0,-2.043734018E0,-2.929044567E0,-6.288434266E0,7.231912357E0
2.125013500E0,-1.013229209E0,-3.115643252E0,-6.226740879E0,7.036061986E0
2.134958500E0,2.439838439E-2,-3.424599602E0,-6.125138490E0,7.017535126E0
2.144902500E0,4.427204713E-1,-3.437126385E0,-6.104463905E0,7.019566850E0
2.154846500E0,3.445129761E-1,-3.543515889E0,-6.311078194E0,7.246026636E0
2.164790500E0,-1.136970618E-1,-3.692559369E0,-6.616483530E0,7.577979679E0
2.174735500E0,-8.137970558E-1,-3.784466197E0,-6.723250179E0,7.757998648E0
2.184679500E0,-1.596256836E0,-3.911403987E0,-6.676001753E0,7.900387107E0
2.194623500E0,-2.197766927E0,-3.975811359E0,-6.514506919E0,7.942043555E0
2.204567500E0,-2.854896318E0,-3.947414356E0,-6.509532108E0,8.130591698E0
2.214512500E0,-3.376403927E0,-3.921780455E0,-6.774689890E0,8.525074106E0
2.224456500E0,-3.884383126E0,-3.705379974E0,-7.161085010E0,8.949827458E0
2.234400500E0,-4.457334538E0,-3.214039905E0,-7.660782212E0,9.427908983E0
2.244344500E0,-4.886954615E0,-2.565478147E0,-8.506539271E0,1.014027682E1
2.254289500E0,-5.663251723E0,-2.019085957E0,-9.744381961E0,1.144998288E1
2.264233500E0,-6.524729607E0,-1.572250215E0,-1.055102816E1,1.250472961E1
2.274177500E0,-7.054876184E0,-8.290626740E-1,-1.009866534E1,1.234672688E1
2.284121500E0,-7.528679577E0,8.788949847E-2,-8.826174976E0,1.160129758E1
2.294065500E0,-7.714446788E0,7.428396320E-1,-6.628577911E0,1.019816381E1
2.304010500E0,-7.901575230E0,1.592397089E0,-3.561875854E0,8.812353784E0
2.313954500E0,-8.055821271E0,2.282058049E0,6.440819138E-1,8.397552429E0
2.323898500E0,-7.394562576E0,3.028573241E0,5.478162789E0,9.688244378E0
2.333842500E0,-6.044301319E0,3.827904870E0,8.132104046E0,1.083132265E1
2.343787500E0,-4.324272375E0,5.137526810E0,7.430972604E0,1.001563114E1
2.353731500E0,-3.217764289E0,7.661751680E0,4.653826420E0,9.524418417E0
2.363675500E0,-2.155602655E0,1.073716024E1,2.244264278E0,1.117899615E1
2.373619500E0,-6.447958589E-1,1.358605001E1,2.943624015E0,1.391622933E1
2.383564500E0,1.268191786E0,1.515721790E1,7.405560604E0,1.691720700E1
2.393508500E0,4.605935969E0,1.398650944E1,1.292513454E1,1.959326913E1
2.403452500E0,7.077397905E0,1.199568453E1,1.752593315E1,2.238625340E1
2.413396500E0,7.640674222E0,9.807822497E0,2.135274985E1,2.470856554E1
2.423341500E0,8.302034073E0,6.646935829E0,2.521130173E1,2.736266180E1
2.433285500E0,9.003771873E0,2.880506245E0,2.874349478E1,3.025811819E1
2.443229500E0,7.971218492E0,5.323889852E-4,2.859303891E1,2.968336569E1
2.453173500E0,5.928541651E0,-1.486888761E0,2.479904263E1,2.554116206E1
2.463118500E0,4.251750821E0,-1.673424003E0,1.930362353E1,1.983702635E1
2.473062500E0,3.320087931E0,-1.094825350E0,1.414770782E1,1.457323790E1
2.483006500E0,2.989609735E0,2.908136094E-1,1.109540862E1,1.149480019E1
2.492950500E0,3.784192255E0,1.503522335E0,9.146704720E0,1.001213752E1
2.502895500E0,4.847516608E0,2.502576140E0,7.620628797E0,9.372048221E0
2.512839500E0,5.578453647E0,3.286555611E0,7.160427198E0,9.653616449E0
2.522783500E0,6.030135854E0,3.691021551E0,6.785191489E0,9.799234769E0
2.532727500E0,6.490182502E0,3.804428884E0,5.960413654E0,9.598056000E0
2.542672500E0,6.551022781E0,4.001171026E0,4.833502001E0,9.071273927E0
2.552616500E0,5.969656348E0,3.954546498E0,3.318364465E0,7.892197263E0
2.562560500E0,4.927366185E0,3.528017259E0,1.505477936E0,6.244382044E0
2.572504500E0,3.335799108E0,2.773809178E0,1.332954669E-1,4.340430937E0
2.582448500E0,2.000967482E0,1.972808461E0,-8.577087682E-1,2.937942889E0
2.592393500E0,8.481664047E-1,1.502533278E0,-1.891319910E0,2.560094433E0
